ranking,ISBN,description,author,avg_rating,title,num_ratings,score,awards,voted,year,pages
2691,9780345419354,"For generations, the dragonriders had dedicated their lives to fighting Thread, the dreaded spores that periodically rained from the sky to ravage the land. On the backs of their magnificent telepathic dragons they flew to flame the deadly stuff out of the air before it could reach the planet's surface. But the greatest dream of the dragon riders was to find a way to eradi",Anne McCaffrey,4.15,"All the Weyrs of Pern (Pern, #11)","21,167",144,"Hugo Award Nominee (1992),SFBC Award (1992)",2,1991,404
2713,9780449019948,"Mount Mellyn stood as proud and magnificent as she had envisioned...But what about its master--Connan TreMellyn? Was Martha Leigh's new employer as romantic as his name sounded? As she approached the sprawling mansion towering above the cliffs of Cornwall, an odd chill of apprehension overcame her. TreMellyn's young daugher, Alvean, proved as spoiled and difficult as the t",Victoria Holt,3.89,Mistress of Mellyn,"7,049",142,None,2,1960,240
2713,9780689840333,"The Dark is rising in its last and greatest bid to control the world. And Will Stanton -- last-born of the immortal Old Ones, dedicated to keeping the world free -- must join forces with this ageless master Merriman and Bran, the Welsh boy whose destiny ties him to the Light. Drawn in with them are the three Drew children, who are mortal, but have their own vital part in t",Susan Cooper,4.16,"Silver on the Tree (The Dark is Rising, #5)","28,221",142,None,2,1977,274
2691,9780439249546,"The exciting tales of Harry Potter, the young wizard-in-training, have taken the world by storm, and fans just can't get enough of the magical world of Hogwarts and beyond. If you buy one of the Harry Potter books, we guarantee you'll want the next...and the next...and the next -- so why not have them all, right at your fingertips? With the Harry Potter Hardcover Box Set (",J.K. Rowling,4.66,"The Harry Potter Collection 1-4 (Harry Potter, #1-4)","46,241",144,Puddly Award for Fiction (2002),2,1999,1500
2691,9780543904706,"Twelve-year-old Katy is constantly making and quickly breaking resolutions about how she will change her ways and treat others, especially her five younger brothers and sisters, with more respect and compassion. When Katy meets her Cousin Helen, an invalid, Katy is awed by her kindness, prettiness, and generosity. Katy is determined to become more like Helen, a resolution",Susan Coolidge,3.89,"What Katy Did (Carr Family, #1)","16,090",144,None,2,1872,136
2691,9781590170137," is a novel of shimmering strangeness—the story of Felicia, who returns with her baby son from Holland to the Spice Islands of Indonesia, to the house and garden that were her birthplace, over which her powerful grandmother still presides. There Felicia finds herself wedded to an uncanny and dangerous world, full of mystery and violence, where object",Maria Dermoût,3.79,The Ten Thousand Things,,144,None,2,1955,208
2392,9780671027315,"Hailed internationally as a page-turner in a league with the fiction of Thomas Harris, this lyrical and terrifying bestseller is the stunning achievement of an ""extravagantly gifted"" (, new novelist. John Connolly superbly taps into the tortured mind and gritty world of former NYPD detective Charlie ""Bird"" Parker, tormented by the brutal, unsolved murders of",John Connolly,4.01,"Every Dead Thing (Charlie Parker, #1)","17,384",172,"Barry Award Nominee for Best British Crime Novel (2000),Shamus Award for Best First PI Novel (2000)",2,1999,467
2392,9780349103235,"'It was the day my grandmother exploded. I sat in the crematorium, listening to my Uncle Hamish quietly snoring in harmony to Bach's Mass in B Minor, and I reflected that it always seemed to be death that drew me back to Gallanach.',Prentice McHoan has returned to the bosom of his complex but enduring Scottish family. Full of questions about the McHoan past, present and fut",Iain Banks,4.07,The Crow Road,"16,029",172,None,2,1992,501
2392,9780142401750,"Ever since she started going out with Rogerson Biscoe, Caitlin seems to have fallen into a semiconscious dreamland where nothing is quite real. Rogerson is different from anyone Caitlin has ever known. He's magnetic. He's compelling. He's dangerous. Being with him makes Caitlin forget about everything",Sarah Dessen,3.91,Dreamland,"67,224",172,None,2,2000,250
2707,9780786885688,"With more than 340,000 copies in print, Steve Martin's , has landed on bestseller lists nationwide, including: ,, ,, ,, ,, ,, ,, and ,. Filled with the kind of witty, discerning observations that have brought Steve Martin incredible critical success, this story",Steve Martin,3.42,Shopgirl,"33,035",143,Grammy Award Nominee for Best Spoken Word Album (2001),2,2000,130
2392,9781586420048," was written nearly thirty years after Elsa Morante and Alberto Moravia spent a year in hiding among remote farming villages in the mountains south of Rome. There she witnessed the full impact of the war and first formed the ambition to write an account of what history - the great political events driven by men of power, wealth, and ambition - does when it reaches t",Elsa Morante,4.20,History,"2,632",172,National Book Award Finalist for Translation (1978),2,1974,754
2707,9780060732790,"Mario Vargas Llosa's classic early novel takes place in a Peruvian town, situated between desert and jungle, which is torn by boredom and lust. Don Anselmo, a stranger in a black coat, builds a brothel on the outskirts of the town while he charms its innocent people, setting in motion a chain reaction with extraordinary consequences.This brothel, called the Green House, br",Mario Vargas Llosa,3.71,The Green House,"2,678",143,"Premio Internacional de Novela Rómulo Gallegos (1967),Premio de la Crítica de narrativa castellana (1967)",2,1965,416
2392,9780590502146,Twelve-year-old Mem presents a diary account of the trip she and her family made on the Mayflower in 1620 and their first year in the New World.,Kathryn Lasky,3.61,"A Journey to the New World: The Diary of Remember Patience Whipple, Mayflower, 1620","6,938",172,None,2,1996,173
2392,9780679738558,"In 1978 Eric Hansen found himself shipwrecked on a desert island in the Red Sea. When goat smugglers offered him safe passage to Yemen, he buried seven years' worth of travel journals deep in the sand and took his place alongside the animals on a leaky boat bound for a country that he'd never planned to visit.,As he tells of the turbulent seas that stranded him on the islan",Eric Hansen,3.97,Motoring with Mohammed: Journeys to Yemen and the Red Sea,"1,344",172,None,2,1991,264
2707,,"This is Marquez's account of a real-life event. In 1955, eight crew members of the destroyer Caldas, were swept into the Caribbean Sea. The sole survivor, Luis Alejandro Belasco, told the true version of the events to Marquez, causing great scandal at the time.",Gabriel García Márquez,3.74,The Story of a Shipwrecked Sailor,"12,584",143,None,2,1970,106
2381,9780439286060,None,Rodman Philbrick,3.99,"Freak the Mighty (Freak The Mighty, #1)","37,518",173,"Rebecca Caudill Young Reader's Book Award Nominee (1997),Grand Canyon Reader Award for Grand Canyon Reader Award for Teen Book 1996 (0),Charlotte Award (1998),Soaring Eagle Book Award (1998),The Judy Lopez Memorial Award for Children's Literature Honor (1994)",2,1993,169
2381,9782266161114,"This book recounts, moment by moment, the process that gave birth to the state of Israel. Collins & Lapierre weave a tapestry of shattered hopes, valor & fierce pride as the Arabs, Jews & British collide in their fight for control of Jerusalem. , meticulously recreates this historic struggle. It penetrates the battle from the inside, exploring each p",Larry Collins,4.28,O Jerusalem,"2,562",173,None,2,1972,924
2297,9780316779425,"In David Sedaris’s world, no one is safe and no cow is sacred. A manic cross between Mark Leyner, Fran Lebowitz, and the ,, Sedaris’s collection of essays is a rollicking tour through the national Zeitgeist: a do-it-yourself suburban dad saves money by performing home surgery; a man who is loved too much flees the heavyweight champion of the world; a teenag",David Sedaris,3.78,Barrel Fever: Stories and Essays,"46,687",181,Lambda Literary Award Nominee for Humor (1995),2,1994,196
2297,9780060596552,"In order to penetrate Tibet and reach Lhasa, she used her fluency of Tibetan dialects and culture, disguised herself as a beg",Alexandra David-Néel,3.95,My Journey to Lhasa: The Classic Story of the Only Western Woman Who Succeeded in Entering the Forbidden City,"1,022",181,None,2,1927,376
2297,9780439120425,"Esperanza thought she'd always live with her family on their ranch in Mexico--she'd always have fancy dresses, a beautiful home, and servants. But a sudden tragedy forces Esperanza and Mama to flee to California during the Great Depression, and to settle in a camp for Mexican farm workers. Esperanza isn't ready for the hard labor, financial struggles, or lack of acceptance",Pam Muñoz Ryan,3.92,Esperanza Rising,"53,589",181,"Jane Addams Children's Book Award for Older Children (2001),Rebecca Caudill Young Reader's Book Award Nominee (2004),Judy Lopez Memorial Award for Children's Literature (2001),Pura Belpré Medal for Narrative (2002)",3,2000,304
2297,9780446695671,"Murder, politics, and G-strings collide in this caper from the bestselling author of Tourist Season. Hilarity and chaos break out in a strip joint when a bachelor party gets out of hand, making the drunken guest of honor a threat to ""big money"" and ""big government.""",Carl Hiaasen,3.83,Strip Tease,"12,771",181,None,5,1993,464
2281,9788090217119,"The last book published during Kafka's lifetime, , (1924) explores many of the themes that were close to him: spiritual poverty, asceticism, futility, and the alienation of the modern artist. He edited the manuscript just before his death, and these four stories are some of his best known and most powerful work, marking his maturity as a writer. In addition t",Franz Kafka,4.15,A Hunger Artist,"9,564",182,None,2,1924,84
1895,9780375727061,"The remarkable bestseller about the fourth-century Roman emperor who famously tried to halt the spread of Christianity, , is widely regarded as one of Gore Vidal’s finest historical novels.,Julian the Apostate, nephew of Constantine the Great, was one of the brightest yet briefest lights in the history of the Roman Empire. A military genius on the level of Julius Caesa",Gore Vidal,4.18,Julian,"5,008",242,None,3,1964,528
2707,,"Joanda's family are sharecroppers growing cotton in Arkansas. The children share in a life of hard work and poverty. A revealing tale of life among the sharecroppers, tenants, and farm-owners in cotton country.",Lois Lenski,4.16,Cotton In My Sack,,143,None,2,1949,190
2691,9780893662134,None,Anne McCaffrey,4.18,"Dragonsdawn (Pern, #9)","29,583",144,"John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1989),SFBC Award (1989)",2,1988,384
1895,9780140072068,"Skallagrigg unites Arthur, a little boy abandoned many years ago in a grim hospital in northern England with Esther, a radiantly intelligent young girl who is suffering from cerebral palsy, and with Daniel, an American computer-games genius.,Skallagrigg - whatever the name signifies, whoever he is - will come to transform all their lives. And William Horwood's inspired, hea",William Horwood,4.52,Skallagrigg,,242,None,3,1987,728
1895,9780449210826,"Connie Ramos, a woman in her mid-thirties, has been declared insane. But Connie is overwhelmingly sane, merely tuned to the future, and able to communicate with the year 2137. As her doctors persuade her to agree to an operation, Connie struggles to force herself to listen to the future and its lessons for today....",Marge Piercy,3.96,Woman on the Edge of Time,"11,240",242,None,5,1976,376
2381,9780425184226,"Peace may finally be at hand in the Middle East -- as Jack Ryan lays the groundwork for a plan that could end centuries of conflict. But ruthless terrorists have a final, desperate card to play; with one terrible act, distrust mounts, forces collide, and the floundering U.S. president seems unable to cope with the crisis. ",Tom Clancy,4.00,"The Sum of All Fears (Jack Ryan Universe, #7)","48,272",173,None,3,1991,928
2392,,"روايتان قصيرتان ,ـ أين عمرى ,ـ أشرف خائنة",إحسان عبد القدوس,3.70,أين عمري,,172,None,2,1954,
2381,9780802131935,"Janey lived in the locked room. Twice a day the Persian slave trader came in and taught her to be a whore. Otherwise there was nothing. One day she found a pencil stub and scrap of paper in a forgotten corner of the room. She began to write down her life, starting with ""Parents stink"" (her father, who is also her boyfriend, has fallen in love with another woman and is abou",Kathy Acker,3.51,Blood and Guts in High School,"2,636",173,None,2,1984,165
2381,,None,Nawal El-Saadawi,3.80,المرأة والجنس,"1,731",173,None,2,1968,201
2381,9780743231510,"This collection of stories cuts through the hype of modern living, travelling inward to the elusive terrain of dreams and nightmares.",Douglas Coupland,3.82,Life After God,"10,266",173,None,2,1994,291
2381,9789770915899,رواية,Naguib Mahfouz,3.83,ثرثرة فوق النيل,"5,192",173,None,2,1966,161
2381,9780446363167,"Meet the Pratt clas. Driven men. Determined women. Through six turbulent generations, they would pursue a lost Paul Revere treasure. And turn a family secret into an obsession that could destroy them. Here is the novel that launched William Martin's astonishing literary career and became an instant bestseller. From the grit and romance of old Boston to exclusive -- and dan",William Martin,3.92,"Back Bay (Peter Fallon, #1)","1,563",173,None,2,1979,532
2371,9783596200191,Das Urteil (Untertitel: Eine Geschichte für Felice B.) ist eine im Jahre 1912 (in der Nacht vom 22. auf den 23. September) entstandene und im Folgejahr veröffentlichte Erzählung von Franz Kafka.,Franz Kafka,3.79,Das Urteil,"3,731",174,None,2,1912,137
2593,9780385264624,"Naguib Mahfouz's haunting novella of post-revolutionary Egypt combines a vivid pychological portrait of an anguished man with the suspense and rapid pace of a detective story.,After four years in prison, the skilled young thief Said Mahran emerges bent on revenge. He finds a world that has changed in more ways than one. Egypt has undergone a revolution and, on a more person",Naguib Mahfouz,3.63,The Thief and the Dogs,"5,336",152,None,2,1961,160
2281,9780571225361,"In ,, Kazuo Ishiguro offers readers of the English language an authentic look at postwar Japan, ""a floating world"" of changing cultural behaviors, shifting societal patterns and troubling questions. Ishiguro, who was born in Nagasaki in 1954 but moved to England in 1960, writes the story of Masuji Ono, a bohemian artist and purveyor of the nig",Kazuo Ishiguro,3.73,An Artist of the Floating World,"14,446",182,"Man Booker Prize Nominee (1986),Whitbread Award for Novel and Book of the Year (1986)",2,1986,206
2371,9780307347978,"Guy Montag is a fireman. In his world, where television rules and literature is on the brink of extinction, firemen start fires rather than put them out. His job is to destroy the most illegal of commodities, the printed book, along with the houses in which they are hidden.,Montag never questions the destruction and ruin his actions produce, returning each day to his bland",Ray Bradbury,3.98,Fahrenheit 451,"1,235,039",174,"Hugo Award for Best Novel (1954),Prometheus Hall of Fame Award (1984),Geffen Award for Best Translated SF Book (2002),California Book Award Silver Medal for Fiction (1953)",2,1953,174
2281,9780679725312,"Like Kafka's The Castle, Invitation to a Beheading embodies a vision of a bizarre and irrational world. In an unnamed dream country, the young man Cincinnatus C. is condemned to death by beheading for ""gnostical turpitude"", an imaginary crime that defies definition. Cincinnatus spends his last days in an absurd ja",Vladimir Nabokov,3.94,Invitation to a Beheading,"10,580",182,None,3,1936,223
2381,,"Guy Montag is a fireman. In his world, where television rules and literature is on the brink of extinction, firemen start fires rather than put them out. His job is to destroy the most illegal of commodities, the printed book, along with the houses in which they are hidden.,Montag never questions the destruction and ruin his actions produce, returning each day to his bland",Ray Bradbury,3.98,Fahrenheit 451,"1,235,039",173,"Hugo Award for Best Novel (1954),Prometheus Hall of Fame Award (1984),Geffen Award for Best Translated SF Book (2002),California Book Award Silver Medal for Fiction (1953)",2,1953,158
2381,9780375700132,"This rambunctious first novel by the author of the bestselling Corelli's Mandolin is set in an impoverished, violent, yet ravishingly beautiful country somewhere in South America. When the haughty Dona Constanza decides to divert a river to fill her swimming pool, the consequences are at once tragic, heroic, and outrageously funny.",Louis de Bernières,4.05,The War of Don Emmanuel's Nether Parts,"4,958",173,Commonwealth Writers' Prize for Best First Book in South Asia and Europe (1991),2,1990,368
2281,9780349111889,"In his startling and singular new short story collection, David Foster Wallace nudges at the boundaries of fiction with inimitable wit and seductive intelligence. Venturing inside minds and landscapes that are at once recognisable and utterly strange, these stories reaffirm Wallace's reputation as one of his generation's pre-eminent talents, expanding our ides and pleasure",David Foster Wallace,3.87,Brief Interviews with Hideous Men,"20,451",182,None,3,1999,273
2281,9780767903820,"After living in Britain for two decades, Bill Bryson recently moved back to the United States with his English wife and four children (he had read somewhere that nearly 3 million Americans believed they had been abducted by aliens--as he later put it, ""it was clear my people needed me""). They were greeted by a new and improved America that boasts microwave pancakes, twenty",Bill Bryson,3.89,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,"50,678",182,None,3,1998,304
1895,9780064401104,"High School is Heaven! It's Betsy Ray's freshman year at Deep Valley High School, and she and her best childhood chum, Tacy Kelly, are loving every minute. Betsy and Tacy find themselves in the midst of a new crowd of friends, with studies aplenty (including Latin and--ugh--algebra), parties and picnics galore, Sunday night lunches at home--and boys!,There's Cab Edwards, th",Maud Hart Lovelace,4.29,"Heaven to Betsy (Betsy-Tacy, #5)","5,059",242,None,3,1945,368
2281,9780778322337,"A killer is watching . . .,The brutal murders of three young boys paralyze the citizens of Platte City, Nebraska. What's worse is the grim realization that the man recently executed for the crimes was a copycat. When Sheriff Nick Morrelli is called to the scene of another grisly murder, it becomes clear that the real predator is still at large, waiting to kill again.,Morreli",Alex Kava,4.02,"A Perfect Evil (Maggie O'Dell, #1)","15,093",182,None,2,2000,461
2281,9780060733483,"In this future, some people need no sleep at all. Leisha Camden was genetically modified at birth to require no sleep, and her normal twin Alice is the control. Problems and envy between the sisters mirror those in the larger world, as society struggles to adjust to a growing pool of people who not only have 30 percent more time to work and study than normal humans, but ar",Nancy Kress,3.94,"Beggars in Spain (Sleepless, #1)","6,188",182,"Hugo Award for Best Novella (1992),Nebula Award for Best Novella (1991),Prometheus Hall of Fame Award Nominee (1994),John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1994),SF Chronicle Award",3,1993,400
2281,9781904598824," is revolutionary - innovative in its form, deft and humorous in its use of the Scots language, courageous in its characterization and politics. Central to the trilogy is Chris Guthrie, one of the most remarkable female characters in modern literature. In ,, Gibbon's finest achievement, the reader follows Chris through her girlhood in a tight-knit Sc",Lewis Grassic Gibbon,4.23,"A Scots Quair: Sunset Song, Cloud Howe, Grey Granite",,182,None,2,1946,696
1895,9780340640142,"Roused by a single drop of blood, Rosie Daniels wakes up to the chilling realisation that her husband is going to kill her. And she takes flight - with his credit card. ,Alone in a strange city, Rosie begins to build a new life: she meets Bill Steiner and she finds an odd junk shop painting, 'Rose Madder', which strangely seems",Stephen King,3.67,Rose Madder,"79,712",242,None,5,1995,608
1895,9780802151506,"In The Ticket That Exploded, William S. Burroughs’s grand “cut-up” trilogy that starts with The Soft Machine and continues through Nova Express reaches its climax as inspector Lee and the Nova Police engage the Nova Mob in a decisive battle for the planet. Only Burroughs could make such a nightmare vision of scientists and combat troops, of ad men and con men whose deceitf",William S. Burroughs,3.63,The Ticket That Exploded (The Nova Trilogy #2),"1,946",242,None,3,1962,217
1893,9780232520781,"A chance encounter with a reproduction of Rembrandt's painting, The Return of the Prodigal Son, catapulted Henri Nouwen into a long spiritual adventure. In his highly-acclaimed book of the same title, he shares the deeply personal meditation that led him to discover the place within which God has chosen to dwell. This Lent course, which has been adapted from the book, help",Henri J.M. Nouwen,4.37,The Return of the Prodigal Son: A Story of Homecoming,"12,967",243,None,4,1991,160
1893,9780811214377,"As one of the main characters, the intellectual Juan, puts it: to one person the City might appear as Paris, to another it might be where one goes upon getting out of bed in Barcelona; to another it might appear as a beer hall in Oslo. This cityscape, as Carlos Fuentes describes it, ""seems drawn up by the Marx Brothers with an assist from Bela Lugosi!"" It is the meeting pl",Julio Cortázar,4.14,62: A Model Kit,"1,810",243,None,3,1968,288
2281,9789100567262,"Under en resa genom Europa våren 1933 kunde Pär Lagerkvist bevittna fascismens och nazismens framfart. Vid hemkomsten till Sverige påbörjade han detta verk som skulle komma att bli ett omistligt inlägg i kampen mot våldet och nazismen. , är en betraktelse över människans förhållande till det onda.",Pär Lagerkvist,3.58,Bödeln,,182,None,2,1933,78
2371,9780449242438,None,Isaac Asimov,4.13,"The Naked Sun (Robot, #2)","33,345",174,None,3,1956,223
1888,9781563890932,"Take an apartment house, mix in a drag queen, a lesbian couple, some talking animals, a talking severed head, a confused heroine, and the deadly Cuckoo. Stir vigorously with a hurricane and Morpheus himself and you get this fifth installment of the Sandman series. This story stars Barbie, who first makes an appearance in ,, who here finds herself a princess",Neil Gaiman,4.43,"A Game of You (The Sandman, #5)","43,552",244,None,4,1993,192
2381,9780099771012,"The book behind the BAFTA award-winning film.,Winner of the NCR Award for non-fiction and the Boardman Tasker award.,Void is the heart-stopping account of Joe Simpson's terrifying adventure in the Peruvian Andes. He and his climbing partner, Simon, reached the the summit of the remote Siula Grande in June 1995. A few days later, Simon staggered into Base Camp, e",Joe Simpson,4.20,Touching the Void,"40,217",173,"NCR Book Award (1989),Boardman Tasker Prize for Mountain Literature (1988)",2,1988,224
2593,9780671739744, ,Jude Deveraux,4.02,The Velvet Promise (Velvet Montgomery Annuals Quadrilogy #1),"11,954",152,None,2,1981,320
2593,9780802135537,"Conceptually unique, hilarious, and frightening, a: A Novel is the perfect literary manifestation of Andy Warhol's sensibility. In the late sixties, Warhol set out to turn a trade book into a piece of pop art, and the result was this astonishing account of the artists, superstars, addicts, and freaks who made up the Factory milieu. Created from audiotapes recorded in and a",Andy Warhol,3.33,a,,152,None,2,1979,384
2281,9780486460369,"This classic exploration of human history vis-à-vis its link to Christianity ponders the question: What makes human beings uniquely human? In this thoughtful response to the rampant social Darwinism of the early twentieth century, G. K. Chesterton explains how religion — a blend of philosophy and mythology — satisfies both the human intellect and the spirit, and sets man s",G.K. Chesterton,4.22,The Everlasting Man,"5,381",182,None,2,1925,272
1888,9780060931407,"Anna is a writer, author of one very successful novel, who now keeps four notebooks. In one, with a black cover, she reviews the African experience of her earlier year. In a red one she records her political life, her disillusionment with communism. In a yellow one she writes a novel in which the heroine reviles part of her own experience. And in the blue one she keeps a p",Doris Lessing,3.75,The Golden Notebook,"16,032",244,Prix Médicis Etranger (1976),3,1962,640
2587,9780399142789,"Suppose you could ask God the most puzzling questions about existence - questions about love and faith, life and death, good and evil. Suppose God provided clear, understandable answers. It happened to Neale Donald Walsch. It can happen to you. You are about to have a conversation... ,I have heard the crying of your heart. I have seen the searching of your soul. I know how",Neale Donald Walsch,4.15,"Conversations with God: An Uncommon Dialogue, Book 1","24,238",153,None,2,1995,240
2593,9780231079891,"Called by many France's leading intellectual, Gilles Deleuze is one of the most important philosophers in the Western world. His acclaimed works and celebrated collaborations with Felix Guattari have established him as a seminal figure in the fields of philosophy, cultural studies, and literary theory. The publication of What Is Philosophy? marks the culmination of Deleuze",Gilles Deleuze,4.15,What Is Philosophy?,"1,203",152,None,2,1991,256
1888,9780679764083,"""The ultimate book for both the dabbler and serious scholar--. [Hughes] is sumptuous and sharp, playful and sparse, grounded in an earthy music--. This book is a glorious revelation.""--Boston Globe,Spanning five decades and comprising 868 poems (nearly 300 of which have never before appeared in book form), this magnificent volume is the definitive sampling of a writer who h",Langston Hughes,4.32,The Collected Poems,"14,485",244,None,4,1994,736
2371,9780312876524," is the novel upon which the author's reputation as an important SF writer principally rests. A ground-breaking work both of feminist SF and of world-building hard SF, it concerns the Sharers of Shora, a nation of women on a distant moon in the far future who are pacifists, highly advanced in biological sciences, and who reproduce by parthenogenesis--there",Joan Slonczewski,3.96,A Door Into Ocean,"1,731",174,John W. Campbell Memorial Award for Best Science Fiction Novel (1987),2,1986,403
1888,9780803252240,"Stefan Zweig (1881–1942) was a poet, novelist, and dramatist, but it was his biographies that expressed his full genius, recreating for his international audience the Elizabethan age, the French Revolution, the great days of voyages and discoveries. In this autobiography he holds the mirror up to his own age, telling the story of a generation that ""was loaded down with a b",Stefan Zweig,4.45,The World of Yesterday,"6,669",244,None,3,1942,461
2371,9780811214575,"Mrs. Hawkins, the majestic narrator of ,, takes us well in hand, and leads us back to her threadbare years in postwar London. There, as a fat and much admired young war widow, she spent her days working for a mad, near-bankrupt publisher (""of very good books"") and her nights dispensing advice at her small South Kensington rooming-house. At work and",Muriel Spark,3.82,A Far Cry from Kensington,"2,717",174,None,2,1988,192
2371,9783464106082," is a major new reference guide for intermediate and advanced students of English (of all nationalities) and their teachers. It contains short clear articles on all the grammatical problems which regularly cause difficulty to foreign learners. In addition, it deals with selected points of vocabulary, idiom, style, pronunciation and spelling. The main",Michael Swan,4.29,Practical English Usage,"1,015",174,None,2,1981,658
2371,9780060611620,"Frederick Buechner's , ""retells the life of Godric of Finchale, a twelfth-century English holy man whose projects late in life included that of purifying his moral ambition of pride...Sin, spiritual yearning, rebirth, fierce asceticism--these hagiographic staples aren't easy to revitalize but Frederick Buechner goes at the task with intelligent intensity and a fine re",Frederick Buechner,4.17,Godric,"1,579",174,Pulitzer Prize Nominee for Fiction (1981),2,1980,178
2593,9780553214420,"In ,a visit to an eccentric gentleman's home reveals surprises in gender and identity, while in ,an underwear tycoon and his daughter find adventure after a plane crash. Reissue.",George Bernard Shaw,3.79,Heartbreak House & Misalliance,,152,None,2,1995,272
2371,9781416524298,"Nine-year-old Trisha McFarland strays from the path while she and her recently divorced mother and brother take a hike along a branch of the Appalachian Trail. Lost for days, wandering farther and farther astray, Trisha has only her portable radio for comfort. A huge fan of Tom Gordon, a Boston Red Sox relief pitcher, she listens to baseball games and fantasizes that her h",Stephen King,3.57,The Girl Who Loved Tom Gordon,"106,933",174,Lincoln Award Nominee (2005),5,1999,264
2371,9780515034790,"Cover Artist: Ed Emshwiller, is an sf novel by Hal Clement. The title is a play on words, one meaning ""the force which pulls"" & the other being ""extremely serious or important"". It was serialized in ,, 4–7/53. Its 1st cloth publication was in '54. It was 1st published in paper in '58. Along with the novel itself, many editions",Hal Clement,3.90,Mission of Gravity,"5,969",174,"Hugo Award Nominee for Best Novel (1954),International Fantasy Award Nominee for Fiction (1955),prix Ignotus (1983)",2,1953,174
2371,9780140286274,"Few first novels receive the kind of attention and acclaim showered on this powerful story—a nationwide bestseller, a critical success, and the first title chosen for Oprah's Book Club. Both highly suspenseful and deeply moving, , imagines every mother's worst nightmare—the disappearance of a child—as it explores a family's struggle to endure, even",Jacquelyn Mitchard,3.85,"The Deep End of the Ocean (Cappadora Family, #1)","107,104",174,None,2,1996,464
2587,9780679744474,"The most beguilingly seductive novel to date from the author of The Passion and Sexing the Cherry. Winterson chronicles the consuming affair between the narrator, who is given neither name nor gender, and the beloved, a complex and confused married woman. ""At once a love story and a philosophical meditation.""--New York Times Book Review.",Jeanette Winterson,4.08,Written on the Body,"20,586",153,"Ferro-Grumley Award for Lesbian Fiction (1994),Lambda Literary Award for Lesbian Fiction (1994)",2,1992,192
2363,9781590171967,"Two hundred years after civilization ended in an event known as the Blast, Benedikt isn’t one to complain. He’s got a job—transcribing old books and presenting them as the words of the great new leader, Fyodor Kuzmich, Glorybe—and though he doesn’t enjoy the privileged status of a Murza, at least he’s not a serf or a half-human four-legged Degenerator harnessed to a troika",Tatyana Tolstaya,3.80,The Slynx,"2,851",175,Премия «Триумф» (2001),2,2000,297
2363,9780394402673,None,Ira Levin,4.06,The Boys from Brazil,"28,288",175,None,2,1976,312
2587,9780330509527,"New Year's Eve, 1975: Arturo Bolano and Ulises Lima, poets and leaders of a movement they call visceral realism, leave Mexico City in a borrowed white Impala. Their mission: to track down the poet Cesarea Tinajero, who disappeared into the Sonoran Desert (and into obscurity) decades before. But the detectives are themselves hunted men, and their search for the past will en",Roberto Bolaño,4.10,The Savage Detectives,"24,881",153,"Premio Herralde de Novela (1998),Premio Internacional de Novela Rómulo Gallegos (1999),BTBA Best Translated Book Award Nominee for Fiction shortlist (2008)",2,1998,592
2197,9780312939014,"C IS FOR CALCULATED,How do you go about solving an attempted murder when the victim has lost a good part of his memory? It's one of Kinsey's toughest cases yet, but she never backs down from a challenge. Twenty-three-year-old Bobby Callahan is lucky to be alive after a car forced his Porsche over a bridge and into a canyon. The crash left Bobby with a clouded memory. But he",Sue Grafton,3.88,"C is for Corpse  (Kinsey Millhone, #3)","33,180",190,"Anthony Award for Best Novel (1987),Shamus Award Nominee for Best PI Hardcover (1987)",4,1986,305
2281,9789580469711,"Felipe Montero is employed in the house of an aged widow to edit her deceased husband's memoirs. There Felipe meets her beautiful green-eyed niece, Aura. His passion for Aura and his gradual discovery of the true relationship between the young woman and her aunt propel the story to its extraordinary conclusion.",Carlos Fuentes,3.79,Aura,"16,174",182,None,2,1962,65
2281,9780394711836,Including THE GUERMANTES WAY and CITIES OF THE PLAIN.,Marcel Proust,4.53,Remembrance of Things Past: Volume II - The Guermantes Way & Cities of the Plain,,182,None,2,1922,1216
2281,,"The Biography of Prophet Muhammad (peace be upon him) and the Orientalists, with special reference to the writings of William Muir, D.S. Margoliouth and W. Montgomery Watt.,Volume 1A: From the Background to the Beginning of the Prophet's Mission (540 pages) ,ISBN: 9960770680 (set) | 996077077X (V.1),Volume 1B: From the Early Phase of the Prophet's Mission to his Migration to",Muhammad Mohar Ali,4.50,"Sirat  al-Nabi and the Orientalists - with special reference to the writings of William Muir, D.S. Margoliouth and W. Montgomery Watt",,182,None,2,1997,1032
2363,,"Alternative cover edition for ISBN: ,First published in 1968, this classic fantasy is a coming-of-age tale about a boy destined to become the greatest sorcerer in the world. In the 1001 island realm of Earthsea, Ged is a poor blacksmith's son born with an innate understanding of magic. But when he studies at the Roke Island school, he lets his arrogance and ant",Ursula K. Le Guin,3.99,"A Wizard of Earthsea (Earthsea Cycle, #1)","174,504",175,"Lewis Carroll Shelf Award (1979),Boston Globe-Horn Book Award for Fiction (1969),Złota Sepulka for Książka autora zagranicznego (1984)",2,1968,203
